TransactionID,TransactionDate,Amount,BankNameSent,BankNameReceived,RemainingBalance,City,Gender,TransactionType,Status,TransactionTime,DeviceType,PaymentMethod,MerchantName,Purpose,CustomerAge,PaymentMode,Currency,CustomerAccountNumber,MerchantAccountNumber
TXN03317,06/18/2024,80.6,SBI Bank,HDFC Bank,5100.89,Delhi,Female,Transfer,Success,07:25:02 PM,Laptop,QR Code,Zomato,Travel,57,Scheduled,USD,123456792329,987654324329
TXN03318,07/19/2024,1379.09,ICICI Bank,SBI Bank,3946.87,Bangalore,Male,Payment,Success,10:12:15 AM,Mobile,UPI ID,Swiggy,Bill Payment,58,Instant,EUR,123456792330,987654324330
TXN03319,08/20/2024,67.07,Axis Bank,Axis Bank,7484.14,Hyderabad,Female,Transfer,Success,11:36:58 PM,Tablet,Phone Number,IRCTC,Others,59,Scheduled,GBP,123456792331,987654324331
TXN03320,09/21/2024,463.74,HDFC Bank,ICICI Bank,4713.32,Mumbai,Male,Payment,Failed,11:14:42 AM,Laptop,QR Code,Flipkart,Shopping,20,Instant,INR,123456792332,987654324332
TXN03321,10/22/2024,324.23,SBI Bank,HDFC Bank,960.74,Delhi,Female,Transfer,Success,12:06:19 PM,Mobile,UPI ID,Amazon,Food,21,Scheduled,USD,123456792333,987654324333
TXN03322,11/23/2024,909.83,ICICI Bank,SBI Bank,2514.85,Bangalore,Male,Payment,Success,10:25:05 AM,Tablet,Phone Number,Zomato,Travel,22,Instant,EUR,123456792334,987654324334
TXN03323,12/24/2024,93.67,Axis Bank,Axis Bank,8189.66,Hyderabad,Female,Transfer,Success,02:34:51 AM,Laptop,QR Code,Swiggy,Bill Payment,23,Scheduled,GBP,123456792335,987654324335
TXN03324,01/25/2024,1706.66,HDFC Bank,ICICI Bank,2944.06,Mumbai,Male,Payment,Success,03:39:53 AM,Mobile,UPI ID,IRCTC,Others,24,Instant,INR,123456792336,987654324336
TXN03325,02/26/2024,434.12,SBI Bank,HDFC Bank,6633.16,Delhi,Female,Transfer,Failed,10:39:14 AM,Tablet,Phone Number,Flipkart,Shopping,25,Scheduled,USD,123456792337,987654324337
TXN03326,03/27/2024,208.7,ICICI Bank,SBI Bank,7872.11,Bangalore,Male,Payment,Success,08:11:47 AM,Laptop,QR Code,Amazon,Food,26,Instant,EUR,123456792338,987654324338
TXN03327,04/28/2024,1565.69,Axis Bank,Axis Bank,7064.6,Hyderabad,Female,Transfer,Success,10:59:19 AM,Mobile,UPI ID,Zomato,Travel,27,Scheduled,GBP,123456792339,987654324339
TXN03328,05/29/2024,1636.81,HDFC Bank,ICICI Bank,4928.38,Mumbai,Male,Payment,Success,03:04:05 PM,Tablet,Phone Number,Swiggy,Bill Payment,28,Instant,INR,123456792340,987654324340
TXN03329,06/30/2024,1770.94,SBI Bank,HDFC Bank,4960.19,Delhi,Female,Transfer,Success,11:25:50 AM,Laptop,QR Code,IRCTC,Others,29,Scheduled,USD,123456792341,987654324341
TXN03330,07/01/2024,43.96,ICICI Bank,SBI Bank,790.34,Bangalore,Male,Payment,Failed,10:42:23 PM,Mobile,UPI ID,Flipkart,Shopping,30,Instant,EUR,123456792342,987654324342
TXN03331,08/02/2024,1034.97,Axis Bank,Axis Bank,968.14,Hyderabad,Female,Transfer,Success,04:11:04 PM,Tablet,Phone Number,Amazon,Food,31,Scheduled,GBP,123456792343,987654324343
TXN03332,09/03/2024,1150.83,HDFC Bank,ICICI Bank,7488.44,Mumbai,Male,Payment,Success,09:27:24 AM,Laptop,QR Code,Zomato,Travel,32,Instant,INR,123456792344,987654324344
TXN03333,10/04/2024,1441.04,SBI Bank,HDFC Bank,7415.63,Delhi,Female,Transfer,Success,08:38:57 AM,Mobile,UPI ID,Swiggy,Bill Payment,33,Scheduled,USD,123456792345,987654324345
TXN03334,11/05/2024,1772.88,ICICI Bank,SBI Bank,7581.31,Bangalore,Male,Payment,Success,09:34:09 PM,Tablet,Phone Number,IRCTC,Others,34,Instant,EUR,123456792346,987654324346
TXN03335,12/06/2024,1141.32,Axis Bank,Axis Bank,5931.16,Hyderabad,Female,Transfer,Failed,05:21:58 PM,Laptop,QR Code,Flipkart,Shopping,35,Scheduled,GBP,123456792347,987654324347
TXN03336,01/07/2024,264.08,HDFC Bank,ICICI Bank,6993.01,Mumbai,Male,Payment,Success,06:05:39 PM,Mobile,UPI ID,Amazon,Food,36,Instant,INR,123456792348,987654324348
TXN03337,02/08/2024,1217.89,SBI Bank,HDFC Bank,9152.03,Delhi,Female,Transfer,Success,06:02:42 AM,Tablet,Phone Number,Zomato,Travel,37,Scheduled,USD,123456792349,987654324349
TXN03338,03/09/2024,1808.24,ICICI Bank,SBI Bank,7065.06,Bangalore,Male,Payment,Success,02:44:53 AM,Laptop,QR Code,Swiggy,Bill Payment,38,Instant,EUR,123456792350,987654324350
TXN03339,04/10/2024,678.01,Axis Bank,Axis Bank,8155.03,Hyderabad,Female,Transfer,Success,03:34:43 AM,Mobile,UPI ID,IRCTC,Others,39,Scheduled,GBP,123456792351,987654324351
TXN03340,05/11/2024,1716.62,HDFC Bank,ICICI Bank,104.01,Mumbai,Male,Payment,Failed,06:58:39 PM,Tablet,Phone Number,Flipkart,Shopping,40,Instant,INR,123456792352,987654324352
TXN03341,06/12/2024,47.9,SBI Bank,HDFC Bank,7859.3,Delhi,Female,Transfer,Success,07:57:38 PM,Laptop,QR Code,Amazon,Food,41,Scheduled,USD,123456792353,987654324353
TXN03342,07/13/2024,289.69,ICICI Bank,SBI Bank,7816.83,Bangalore,Male,Payment,Success,06:45:31 AM,Mobile,UPI ID,Zomato,Travel,42,Instant,EUR,123456792354,987654324354
TXN03343,08/14/2024,1058.81,Axis Bank,Axis Bank,5460.11,Hyderabad,Female,Transfer,Success,09:51:18 PM,Tablet,Phone Number,Swiggy,Bill Payment,43,Scheduled,GBP,123456792355,987654324355
TXN03344,09/15/2024,1035.52,HDFC Bank,ICICI Bank,7411.57,Mumbai,Male,Payment,Success,02:27:21 PM,Laptop,QR Code,IRCTC,Others,44,Instant,INR,123456792356,987654324356
TXN03345,10/16/2024,1955.66,SBI Bank,HDFC Bank,7480.61,Delhi,Female,Transfer,Failed,04:16:23 AM,Mobile,UPI ID,Flipkart,Shopping,45,Scheduled,USD,123456792357,987654324357
TXN03346,11/17/2024,1713.84,ICICI Bank,SBI Bank,1289.69,Bangalore,Male,Payment,Success,09:03:02 PM,Tablet,Phone Number,Amazon,Food,46,Instant,EUR,123456792358,987654324358
TXN03347,12/18/2024,121.57,Axis Bank,Axis Bank,6394.23,Hyderabad,Female,Transfer,Success,01:23:39 AM,Laptop,QR Code,Zomato,Travel,47,Scheduled,GBP,123456792359,987654324359
TXN03348,01/19/2024,1679.97,HDFC Bank,ICICI Bank,4899.61,Mumbai,Male,Payment,Success,04:09:38 AM,Mobile,UPI ID,Swiggy,Bill Payment,48,Instant,INR,123456792360,987654324360
TXN03349,02/20/2024,1638.65,SBI Bank,HDFC Bank,5455.43,Delhi,Female,Transfer,Success,12:07:10 AM,Tablet,Phone Number,IRCTC,Others,49,Scheduled,USD,123456792361,987654324361
TXN03350,03/21/2024,169.17,ICICI Bank,SBI Bank,8216.09,Bangalore,Male,Payment,Failed,11:16:46 AM,Laptop,QR Code,Flipkart,Shopping,50,Instant,EUR,123456792362,987654324362
TXN03351,04/22/2024,1838.68,Axis Bank,Axis Bank,263.45,Hyderabad,Female,Transfer,Success,07:45:13 AM,Mobile,UPI ID,Amazon,Food,51,Scheduled,GBP,123456792363,987654324363
TXN03352,05/23/2024,417.47,HDFC Bank,ICICI Bank,39.4,Mumbai,Male,Payment,Success,05:08:22 AM,Tablet,Phone Number,Zomato,Travel,52,Instant,INR,123456792364,987654324364
TXN03353,06/24/2024,741.11,SBI Bank,HDFC Bank,1101.57,Delhi,Female,Transfer,Success,03:31:23 AM,Laptop,QR Code,Swiggy,Bill Payment,53,Scheduled,USD,123456792365,987654324365
TXN03354,07/25/2024,1955.77,ICICI Bank,SBI Bank,2031.14,Bangalore,Male,Payment,Success,04:04:26 AM,Mobile,UPI ID,IRCTC,Others,54,Instant,EUR,123456792366,987654324366
TXN03355,08/26/2024,228.74,Axis Bank,Axis Bank,3780.11,Hyderabad,Female,Transfer,Failed,03:50:29 PM,Tablet,Phone Number,Flipkart,Shopping,55,Scheduled,GBP,123456792367,987654324367
TXN03356,09/27/2024,764.87,HDFC Bank,ICICI Bank,9067.54,Mumbai,Male,Payment,Success,12:06:10 AM,Laptop,QR Code,Amazon,Food,56,Instant,INR,123456792368,987654324368
TXN03357,10/28/2024,1772.6,SBI Bank,HDFC Bank,2577.79,Delhi,Female,Transfer,Success,06:52:23 AM,Mobile,UPI ID,Zomato,Travel,57,Scheduled,USD,123456792369,987654324369
TXN03358,11/29/2024,940.89,ICICI Bank,SBI Bank,7446.72,Bangalore,Male,Payment,Success,06:41:31 AM,Tablet,Phone Number,Swiggy,Bill Payment,58,Instant,EUR,123456792370,987654324370
TXN03359,12/30/2024,187.84,Axis Bank,Axis Bank,1926.9,Hyderabad,Female,Transfer,Success,06:52:45 PM,Laptop,QR Code,IRCTC,Others,59,Scheduled,GBP,123456792371,987654324371
TXN03360,01/01/2024,129.51,HDFC Bank,ICICI Bank,2483.74,Mumbai,Male,Payment,Failed,07:56:34 PM,Mobile,UPI ID,Flipkart,Shopping,20,Instant,INR,123456792372,987654324372
TXN03361,02/02/2024,1548.83,SBI Bank,HDFC Bank,2274.34,Delhi,Female,Transfer,Success,04:58:42 PM,Tablet,Phone Number,Amazon,Food,21,Scheduled,USD,123456792373,987654324373
TXN03362,03/03/2024,1272.18,ICICI Bank,SBI Bank,563.52,Bangalore,Male,Payment,Success,06:20:52 AM,Laptop,QR Code,Zomato,Travel,22,Instant,EUR,123456792374,987654324374
TXN03363,04/04/2024,1192.48,Axis Bank,Axis Bank,7547.59,Hyderabad,Female,Transfer,Success,11:10:50 AM,Mobile,UPI ID,Swiggy,Bill Payment,23,Scheduled,GBP,123456792375,987654324375
TXN03364,05/05/2024,519.56,HDFC Bank,ICICI Bank,499.48,Mumbai,Male,Payment,Success,04:28:38 AM,Tablet,Phone Number,IRCTC,Others,24,Instant,INR,123456792376,987654324376
TXN03365,06/06/2024,56.87,SBI Bank,HDFC Bank,9764.95,Delhi,Female,Transfer,Failed,02:44:30 PM,Laptop,QR Code,Flipkart,Shopping,25,Scheduled,USD,123456792377,987654324377
TXN03366,07/07/2024,1642.67,ICICI Bank,SBI Bank,3000.93,Bangalore,Male,Payment,Success,11:33:26 AM,Mobile,UPI ID,Amazon,Food,26,Instant,EUR,123456792378,987654324378
TXN03367,08/08/2024,1725.42,Axis Bank,Axis Bank,5205.95,Hyderabad,Female,Transfer,Success,01:41:04 AM,Tablet,Phone Number,Zomato,Travel,27,Scheduled,GBP,123456792379,987654324379
TXN03368,09/09/2024,708.07,HDFC Bank,ICICI Bank,4038.38,Mumbai,Male,Payment,Success,12:17:51 PM,Laptop,QR Code,Swiggy,Bill Payment,28,Instant,INR,123456792380,987654324380
TXN03369,10/10/2024,1544.58,SBI Bank,HDFC Bank,5046.38,Delhi,Female,Transfer,Success,12:08:42 AM,Mobile,UPI ID,IRCTC,Others,29,Scheduled,USD,123456792381,987654324381
TXN03370,11/11/2024,1007.17,ICICI Bank,SBI Bank,8783.47,Bangalore,Male,Payment,Failed,11:52:29 AM,Tablet,Phone Number,Flipkart,Shopping,30,Instant,EUR,123456792382,987654324382
TXN03371,12/12/2024,880.25,Axis Bank,Axis Bank,7531.21,Hyderabad,Female,Transfer,Success,12:28:03 AM,Laptop,QR Code,Amazon,Food,31,Scheduled,GBP,123456792383,987654324383
TXN03372,01/13/2024,1839.83,HDFC Bank,ICICI Bank,3411.58,Mumbai,Male,Payment,Success,03:58:58 PM,Mobile,UPI ID,Zomato,Travel,32,Instant,INR,123456792384,987654324384
TXN03373,02/14/2024,1497.06,SBI Bank,HDFC Bank,6753.96,Delhi,Female,Transfer,Success,12:09:21 AM,Tablet,Phone Number,Swiggy,Bill Payment,33,Scheduled,USD,123456792385,987654324385
TXN03374,03/15/2024,654.15,ICICI Bank,SBI Bank,9509.74,Bangalore,Male,Payment,Success,04:01:30 PM,Laptop,QR Code,IRCTC,Others,34,Instant,EUR,123456792386,987654324386
TXN03375,04/16/2024,1735.51,Axis Bank,Axis Bank,9891.28,Hyderabad,Female,Transfer,Failed,08:41:30 AM,Mobile,UPI ID,Flipkart,Shopping,35,Scheduled,GBP,123456792387,987654324387
TXN03376,05/17/2024,195.93,HDFC Bank,ICICI Bank,1194.98,Mumbai,Male,Payment,Success,07:42:41 AM,Tablet,Phone Number,Amazon,Food,36,Instant,INR,123456792388,987654324388
TXN03377,06/18/2024,1040.79,SBI Bank,HDFC Bank,4506.7,Delhi,Female,Transfer,Success,07:45:34 AM,Laptop,QR Code,Zomato,Travel,37,Scheduled,USD,123456792389,987654324389
TXN03378,07/19/2024,374.78,ICICI Bank,SBI Bank,7464.1,Bangalore,Male,Payment,Success,10:45:44 PM,Mobile,UPI ID,Swiggy,Bill Payment,38,Instant,EUR,123456792390,987654324390
TXN03379,08/20/2024,1591.27,Axis Bank,Axis Bank,5750.64,Hyderabad,Female,Transfer,Success,07:55:07 AM,Tablet,Phone Number,IRCTC,Others,39,Scheduled,GBP,123456792391,987654324391
TXN03380,09/21/2024,1051.85,HDFC Bank,ICICI Bank,8617.41,Mumbai,Male,Payment,Failed,09:15:27 AM,Laptop,QR Code,Flipkart,Shopping,40,Instant,INR,123456792392,987654324392
TXN03381,10/22/2024,804.66,SBI Bank,HDFC Bank,4225.29,Delhi,Female,Transfer,Success,07:47:23 AM,Mobile,UPI ID,Amazon,Food,41,Scheduled,USD,123456792393,987654324393
TXN03382,11/23/2024,816.86,ICICI Bank,SBI Bank,5713.39,Bangalore,Male,Payment,Success,06:28:43 PM,Tablet,Phone Number,Zomato,Travel,42,Instant,EUR,123456792394,987654324394
TXN03383,12/24/2024,310.58,Axis Bank,Axis Bank,4388.95,Hyderabad,Female,Transfer,Success,11:24:01 PM,Laptop,QR Code,Swiggy,Bill Payment,43,Scheduled,GBP,123456792395,987654324395
TXN03384,01/25/2024,1197.52,HDFC Bank,ICICI Bank,8478.98,Mumbai,Male,Payment,Success,11:10:08 AM,Mobile,UPI ID,IRCTC,Others,44,Instant,INR,123456792396,987654324396
TXN03385,02/26/2024,285.55,SBI Bank,HDFC Bank,4198.75,Delhi,Female,Transfer,Failed,01:00:23 AM,Tablet,Phone Number,Flipkart,Shopping,45,Scheduled,USD,123456792397,987654324397
TXN03386,03/27/2024,919.81,ICICI Bank,SBI Bank,4089.79,Bangalore,Male,Payment,Success,02:52:26 PM,Laptop,QR Code,Amazon,Food,46,Instant,EUR,123456792398,987654324398
TXN03387,04/28/2024,872.93,Axis Bank,Axis Bank,5863.2,Hyderabad,Female,Transfer,Success,12:51:24 AM,Mobile,UPI ID,Zomato,Travel,47,Scheduled,GBP,123456792399,987654324399
TXN03388,05/29/2024,1385,HDFC Bank,ICICI Bank,2741.2,Mumbai,Male,Payment,Success,06:14:37 AM,Tablet,Phone Number,Swiggy,Bill Payment,48,Instant,INR,123456792400,987654324400
TXN03389,06/30/2024,1907.9,SBI Bank,HDFC Bank,7906.34,Delhi,Female,Transfer,Success,05:47:58 PM,Laptop,QR Code,IRCTC,Others,49,Scheduled,USD,123456792401,987654324401
TXN03390,07/01/2024,1396.62,ICICI Bank,SBI Bank,5050.98,Bangalore,Male,Payment,Failed,11:09:50 PM,Mobile,UPI ID,Flipkart,Shopping,50,Instant,EUR,123456792402,987654324402
TXN03391,08/02/2024,1429.3,Axis Bank,Axis Bank,5278.8,Hyderabad,Female,Transfer,Success,07:37:36 AM,Tablet,Phone Number,Amazon,Food,51,Scheduled,GBP,123456792403,987654324403
TXN03392,09/03/2024,1777.06,HDFC Bank,ICICI Bank,2847.84,Mumbai,Male,Payment,Success,03:16:35 AM,Laptop,QR Code,Zomato,Travel,52,Instant,INR,123456792404,987654324404
TXN03393,10/04/2024,1867.42,SBI Bank,HDFC Bank,8416.86,Delhi,Female,Transfer,Success,12:06:51 AM,Mobile,UPI ID,Swiggy,Bill Payment,53,Scheduled,USD,123456792405,987654324405
TXN03394,11/05/2024,640.32,ICICI Bank,SBI Bank,2582.18,Bangalore,Male,Payment,Success,06:56:33 PM,Tablet,Phone Number,IRCTC,Others,54,Instant,EUR,123456792406,987654324406
TXN03395,12/06/2024,1401.93,Axis Bank,Axis Bank,9756.98,Hyderabad,Female,Transfer,Failed,06:30:22 PM,Laptop,QR Code,Flipkart,Shopping,55,Scheduled,GBP,123456792407,987654324407
TXN03396,01/07/2024,1483.54,HDFC Bank,ICICI Bank,8249.04,Mumbai,Male,Payment,Success,11:10:50 PM,Mobile,UPI ID,Amazon,Food,56,Instant,INR,123456792408,987654324408
TXN03397,02/08/2024,164.12,SBI Bank,HDFC Bank,6109.91,Delhi,Female,Transfer,Success,08:01:28 AM,Tablet,Phone Number,Zomato,Travel,57,Scheduled,USD,123456792409,987654324409
TXN03398,03/09/2024,1678.55,ICICI Bank,SBI Bank,3962.5,Bangalore,Male,Payment,Success,01:33:59 AM,Laptop,QR Code,Swiggy,Bill Payment,58,Instant,EUR,123456792410,987654324410
TXN03399,04/10/2024,1421.62,Axis Bank,Axis Bank,1978.04,Hyderabad,Female,Transfer,Success,02:18:42 AM,Mobile,UPI ID,IRCTC,Others,59,Scheduled,GBP,123456792411,987654324411
TXN03400,05/11/2024,465.68,HDFC Bank,ICICI Bank,1542.14,Mumbai,Male,Payment,Failed,10:59:55 PM,Tablet,Phone Number,Flipkart,Shopping,20,Instant,INR,123456792412,987654324412
TXN03401,06/12/2024,1337.42,SBI Bank,HDFC Bank,8338.46,Delhi,Female,Transfer,Success,11:14:19 PM,Laptop,QR Code,Amazon,Food,21,Scheduled,USD,123456792413,987654324413
TXN03402,07/13/2024,1834.94,ICICI Bank,SBI Bank,3880.77,Bangalore,Male,Payment,Success,01:24:06 PM,Mobile,UPI ID,Zomato,Travel,22,Instant,EUR,123456792414,987654324414
TXN03403,08/14/2024,146.61,Axis Bank,Axis Bank,527.36,Hyderabad,Female,Transfer,Success,08:22:28 PM,Tablet,Phone Number,Swiggy,Bill Payment,23,Scheduled,GBP,123456792415,987654324415
TXN03404,09/15/2024,718.99,HDFC Bank,ICICI Bank,1180.48,Mumbai,Male,Payment,Success,11:42:45 PM,Laptop,QR Code,IRCTC,Others,24,Instant,INR,123456792416,987654324416
TXN03405,10/16/2024,688.3,SBI Bank,HDFC Bank,9238.99,Delhi,Female,Transfer,Failed,09:31:37 PM,Mobile,UPI ID,Flipkart,Shopping,25,Scheduled,USD,123456792417,987654324417
TXN03406,11/17/2024,1624.75,ICICI Bank,SBI Bank,7981.3,Bangalore,Male,Payment,Success,02:38:06 AM,Tablet,Phone Number,Amazon,Food,26,Instant,EUR,123456792418,987654324418
TXN03407,12/18/2024,94.33,Axis Bank,Axis Bank,5635.73,Hyderabad,Female,Transfer,Success,04:06:09 AM,Laptop,QR Code,Zomato,Travel,27,Scheduled,GBP,123456792419,987654324419
TXN03408,01/19/2024,1179.63,HDFC Bank,ICICI Bank,1516.91,Mumbai,Male,Payment,Success,06:44:48 AM,Mobile,UPI ID,Swiggy,Bill Payment,28,Instant,INR,123456792420,987654324420
TXN03409,02/20/2024,1910.99,SBI Bank,HDFC Bank,1732.92,Delhi,Female,Transfer,Success,08:21:12 PM,Tablet,Phone Number,IRCTC,Others,29,Scheduled,USD,123456792421,987654324421
TXN03410,03/21/2024,1418.71,ICICI Bank,SBI Bank,9611.69,Bangalore,Male,Payment,Failed,08:05:18 PM,Laptop,QR Code,Flipkart,Shopping,30,Instant,EUR,123456792422,987654324422
TXN03411,04/22/2024,525.13,Axis Bank,Axis Bank,7731.71,Hyderabad,Female,Transfer,Success,06:41:00 AM,Mobile,UPI ID,Amazon,Food,31,Scheduled,GBP,123456792423,987654324423
TXN03412,05/23/2024,755.13,HDFC Bank,ICICI Bank,8403.89,Mumbai,Male,Payment,Success,09:43:32 PM,Tablet,Phone Number,Zomato,Travel,32,Instant,INR,123456792424,987654324424
TXN03413,06/24/2024,1422.22,SBI Bank,HDFC Bank,9645.41,Delhi,Female,Transfer,Success,09:21:56 AM,Laptop,QR Code,Swiggy,Bill Payment,33,Scheduled,USD,123456792425,987654324425
TXN03414,07/25/2024,417.03,ICICI Bank,SBI Bank,4312.09,Bangalore,Male,Payment,Success,03:53:26 PM,Mobile,UPI ID,IRCTC,Others,34,Instant,EUR,123456792426,987654324426
TXN03415,08/26/2024,1209.07,Axis Bank,Axis Bank,5672.12,Hyderabad,Female,Transfer,Failed,06:21:03 PM,Tablet,Phone Number,Flipkart,Shopping,35,Scheduled,GBP,123456792427,987654324427
TXN03416,09/27/2024,1692.54,HDFC Bank,ICICI Bank,3696.74,Mumbai,Male,Payment,Success,12:18:28 AM,Laptop,QR Code,Amazon,Food,36,Instant,INR,123456792428,987654324428
TXN03417,10/28/2024,331.17,SBI Bank,HDFC Bank,9621.51,Delhi,Female,Transfer,Success,09:16:35 AM,Mobile,UPI ID,Zomato,Travel,37,Scheduled,USD,123456792429,987654324429
TXN03418,11/29/2024,1783.2,ICICI Bank,SBI Bank,8972.27,Bangalore,Male,Payment,Success,06:08:28 PM,Tablet,Phone Number,Swiggy,Bill Payment,38,Instant,EUR,123456792430,987654324430
TXN03419,12/30/2024,212.63,Axis Bank,Axis Bank,6886.18,Hyderabad,Female,Transfer,Success,06:37:32 AM,Laptop,QR Code,IRCTC,Others,39,Scheduled,GBP,123456792431,987654324431
TXN03420,01/01/2024,1369.31,HDFC Bank,ICICI Bank,3010.8,Mumbai,Male,Payment,Failed,06:27:03 AM,Mobile,UPI ID,Flipkart,Shopping,40,Instant,INR,123456792432,987654324432
TXN03421,02/02/2024,1348.22,SBI Bank,HDFC Bank,8970.9,Delhi,Female,Transfer,Success,08:37:30 AM,Tablet,Phone Number,Amazon,Food,41,Scheduled,USD,123456792433,987654324433
TXN03422,03/03/2024,314.3,ICICI Bank,SBI Bank,9034.19,Bangalore,Male,Payment,Success,04:52:29 AM,Laptop,QR Code,Zomato,Travel,42,Instant,EUR,123456792434,987654324434
TXN03423,04/04/2024,1419.3,Axis Bank,Axis Bank,9722.97,Hyderabad,Female,Transfer,Success,06:40:33 AM,Mobile,UPI ID,Swiggy,Bill Payment,43,Scheduled,GBP,123456792435,987654324435
TXN03424,05/05/2024,836.28,HDFC Bank,ICICI Bank,7671.4,Mumbai,Male,Payment,Success,07:54:57 AM,Tablet,Phone Number,IRCTC,Others,44,Instant,INR,123456792436,987654324436
TXN03425,06/06/2024,1687.13,SBI Bank,HDFC Bank,9861.17,Delhi,Female,Transfer,Failed,10:26:57 PM,Laptop,QR Code,Flipkart,Shopping,45,Scheduled,USD,123456792437,987654324437
TXN03426,07/07/2024,784.64,ICICI Bank,SBI Bank,2868.85,Bangalore,Male,Payment,Success,03:57:45 AM,Mobile,UPI ID,Amazon,Food,46,Instant,EUR,123456792438,987654324438
TXN03427,08/08/2024,808.6,Axis Bank,Axis Bank,6150.78,Hyderabad,Female,Transfer,Success,05:25:25 PM,Tablet,Phone Number,Zomato,Travel,47,Scheduled,GBP,123456792439,987654324439
TXN03428,09/09/2024,433.79,HDFC Bank,ICICI Bank,2759.81,Mumbai,Male,Payment,Success,03:29:40 AM,Laptop,QR Code,Swiggy,Bill Payment,48,Instant,INR,123456792440,987654324440
TXN03429,10/10/2024,1353.56,SBI Bank,HDFC Bank,7473.45,Delhi,Female,Transfer,Success,08:02:13 PM,Mobile,UPI ID,IRCTC,Others,49,Scheduled,USD,123456792441,987654324441
TXN03430,11/11/2024,1957.79,ICICI Bank,SBI Bank,26.7,Bangalore,Male,Payment,Failed,03:36:11 AM,Tablet,Phone Number,Flipkart,Shopping,50,Instant,EUR,123456792442,987654324442
TXN03431,12/12/2024,1075.8,Axis Bank,Axis Bank,3190.38,Hyderabad,Female,Transfer,Success,08:21:19 PM,Laptop,QR Code,Amazon,Food,51,Scheduled,GBP,123456792443,987654324443
TXN03432,01/13/2024,863.98,HDFC Bank,ICICI Bank,2866.22,Mumbai,Male,Payment,Success,12:11:53 AM,Mobile,UPI ID,Zomato,Travel,52,Instant,INR,123456792444,987654324444
TXN03433,02/14/2024,1550.64,SBI Bank,HDFC Bank,715.7,Delhi,Female,Transfer,Success,02:47:06 AM,Tablet,Phone Number,Swiggy,Bill Payment,53,Scheduled,USD,123456792445,987654324445
TXN03434,03/15/2024,29.93,ICICI Bank,SBI Bank,3503.24,Bangalore,Male,Payment,Success,01:23:40 PM,Laptop,QR Code,IRCTC,Others,54,Instant,EUR,123456792446,987654324446
TXN03435,04/16/2024,1392.81,Axis Bank,Axis Bank,6598.13,Hyderabad,Female,Transfer,Failed,05:49:27 AM,Mobile,UPI ID,Flipkart,Shopping,55,Scheduled,GBP,123456792447,987654324447
TXN03436,05/17/2024,1462.05,HDFC Bank,ICICI Bank,550.13,Mumbai,Male,Payment,Success,02:21:47 PM,Tablet,Phone Number,Amazon,Food,56,Instant,INR,123456792448,987654324448
TXN03437,06/18/2024,111.27,SBI Bank,HDFC Bank,8810.29,Delhi,Female,Transfer,Success,08:25:36 AM,Laptop,QR Code,Zomato,Travel,57,Scheduled,USD,123456792449,987654324449
TXN03438,07/19/2024,826.9,ICICI Bank,SBI Bank,3886.51,Bangalore,Male,Payment,Success,12:47:07 AM,Mobile,UPI ID,Swiggy,Bill Payment,58,Instant,EUR,123456792450,987654324450
TXN03439,08/20/2024,1011.49,Axis Bank,Axis Bank,2007.1,Hyderabad,Female,Transfer,Success,12:57:20 PM,Tablet,Phone Number,IRCTC,Others,59,Scheduled,GBP,123456792451,987654324451
TXN03440,09/21/2024,737.39,HDFC Bank,ICICI Bank,4254.5,Mumbai,Male,Payment,Failed,07:12:41 PM,Laptop,QR Code,Flipkart,Shopping,20,Instant,INR,123456792452,987654324452
TXN03441,10/22/2024,525.28,SBI Bank,HDFC Bank,9459.08,Delhi,Female,Transfer,Success,04:05:02 PM,Mobile,UPI ID,Amazon,Food,21,Scheduled,USD,123456792453,987654324453
TXN03442,11/23/2024,727.44,ICICI Bank,SBI Bank,6912.6,Bangalore,Male,Payment,Success,04:24:01 PM,Tablet,Phone Number,Zomato,Travel,22,Instant,EUR,123456792454,987654324454
TXN03443,12/24/2024,1422.88,Axis Bank,Axis Bank,7823.18,Hyderabad,Female,Transfer,Success,11:15:22 PM,Laptop,QR Code,Swiggy,Bill Payment,23,Scheduled,GBP,123456792455,987654324455
TXN03444,01/25/2024,1013.69,HDFC Bank,ICICI Bank,8938.16,Mumbai,Male,Payment,Success,11:56:37 AM,Mobile,UPI ID,IRCTC,Others,24,Instant,INR,123456792456,987654324456
TXN03445,02/26/2024,1724.71,SBI Bank,HDFC Bank,5047.64,Delhi,Female,Transfer,Failed,04:12:50 AM,Tablet,Phone Number,Flipkart,Shopping,25,Scheduled,USD,123456792457,987654324457
TXN03446,03/27/2024,875.72,ICICI Bank,SBI Bank,1385.47,Bangalore,Male,Payment,Success,03:07:04 PM,Laptop,QR Code,Amazon,Food,26,Instant,EUR,123456792458,987654324458
TXN03447,04/28/2024,1510.32,Axis Bank,Axis Bank,3890.26,Hyderabad,Female,Transfer,Success,10:12:26 AM,Mobile,UPI ID,Zomato,Travel,27,Scheduled,GBP,123456792459,987654324459
TXN03448,05/29/2024,1444.55,HDFC Bank,ICICI Bank,3890.54,Mumbai,Male,Payment,Success,08:13:44 PM,Tablet,Phone Number,Swiggy,Bill Payment,28,Instant,INR,123456792460,987654324460
TXN03449,06/30/2024,24.25,SBI Bank,HDFC Bank,3248.65,Delhi,Female,Transfer,Success,04:32:51 AM,Laptop,QR Code,IRCTC,Others,29,Scheduled,USD,123456792461,987654324461
